case_id,case_kind,patch_task_id,metadata_task_id,gt_category,expected_admissible,objective_reason,provenance_consistent,metadata_oracle_validated,objective_positive_after_provenance,deepseek_ok,deepseek_attempt,deepseek_wall_seconds,deepseek_error,deepseek_prompt_tokens,deepseek_completion_tokens,deepseek_total_tokens,deepseek_cost_usd,parsed_ok,non_vacuous,uses_patch_specific_evidence,target_overlap,protection_overlap,candidate_gate,security_predicate,oracle_kind,vacuity_risk,deepseek_only_false_candidate,qgdca_qualified,qgdca_false_admission,qgdca_true_admission
base::CVE-2020-13940,base,CVE-2020-13940,CVE-2020-13940,XXE (Improper Restriction of XML External Entity Reference),True,base_true_patch_diff,True,True,True,True,1,2.11,,590,207,797,0.000141,True,True,True,apache;controller;flow;flowserializer;lookup;nifi;scheduled;serialization,doctype;entity;external;flow;serialization;transform;xml;xxe,True,DocumentBuilderFactory.newInstance() must have FEATURE_DISALLOW_DOCTYPE_DECL set to true and FEATURE_EXTERNAL_GENERAL_ENTITIES and FEATURE_EXTERNAL_PARAM_ENTITIES set to false before parsing XML in FlowSerializer.transform.,static_predicate,low,False,True,False,True
base::CVE-2024-23642,base,CVE-2024-23642,CVE-2024-23642,XSS (Cross-Site Scripting),True,base_true_patch_diff,True,True,True,True,1,2.04,,617,151,768,0.000129,True,True,True,geoserver;svg;svgwriter;write,encode;escape;html;script;write;xss,True,All user-controlled strings written to SVG output are escaped using escapeXml10 before being concatenated into XML tags.,static_predicate,low,False,True,False,True
adversarial::CVE-2022-47894::meta::CVE-2018-1002201,adversarial_mismatched_positive_metadata,CVE-2022-47894,CVE-2018-1002201,Path Travelsal,False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.88,,584,206,790,0.000104,True,True,False,<init>;file;init;java;java.io.file;java.io.file.<init>;java.lang.string;lang,base;canonical;directory;file;normalize;path;realpath;startswith,False,"The constructor java.io.File.<init>(java.io.File, java.lang.String) must ensure that the resulting path is within the base directory by canonicalizing both the base and the child path and checking that the child's canonical path starts with the base's canonical path.",static_predicate,low,False,False,False,False
base::CVE-2021-21610,base,CVE-2021-21610,CVE-2021-21610,XSS (Cross-Site Scripting),True,base_true_patch_diff,True,True,True,True,1,2.22,,577,176,753,0.00013,True,True,True,formatter;html;http;hudson;kohsuke;markup;markupformatter;response,encode;escape;html;http;response;script;xss,True,The MarkupFormatter must enforce Content-Security-Policy headers with default-src 'none' on HTML responses to prevent XSS.,security_rule,low,False,True,False,True
adversarial::CVE-2020-1714::meta::CVE-2020-17532,adversarial_mismatched_positive_metadata,CVE-2020-1714,CVE-2020-17532,Deserialization of Untrusted Data,False,mismatched_patch_metadata_provenance,False,True,False,True,1,2.28,,565,154,719,8.7e-05,True,True,False,load;loadall;yaml,deserialization;deserialize;pickle;serialization;untrusted;yaml,False,Yaml.loadAll must not be called with untrusted input without restricting deserialization to allowed classes.,security_rule,low,False,False,False,False
adversarial::CVE-2018-11788::meta::CVE-2018-1309,adversarial_mismatched_positive_metadata,CVE-2018-11788,CVE-2018-1309,XXE (Improper Restriction of XML External Entity Reference),False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.68,,573,162,735,9e-05,True,True,False,apache;content;handler;nifi;parse;parser;processing;source,doctype;entity;external;parse;parser;xml;xxe,False,The XML parser must disable external entity processing and doctype declarations to prevent XXE attacks.,static_predicate,low,False,False,False,False
adversarial::CVE-2020-1937::meta::CVE-2018-1002201,adversarial_mismatched_positive_metadata,CVE-2020-1937,CVE-2018-1002201,Path Travelsal,False,mismatched_patch_metadata_provenance,False,True,False,True,1,2.32,,569,204,773,0.000102,True,True,False,file;init;java;java.io.file;java.io.file.<init>,base;canonical;directory;file;normalize;path;realpath;startswith,False,"When constructing a java.io.File from a base directory and a user-controlled path, the resulting path must be validated to ensure it stays within the intended base directory, typically by canonicalizing both paths and checking that the canonical child path starts with the canonical base path.",static_predicate,low,False,False,False,False
adversarial::CVE-2021-21608::meta::CVE-2019-10770,adversarial_mismatched_positive_metadata,CVE-2021-21608,CVE-2019-10770,XSS (Cross-Site Scripting),False,mismatched_patch_metadata_provenance,False,True,False,True,1,2.85,,590,164,754,9.3e-05,True,True,True,,html;xss,False,The title variable is escaped via escapeHTML() before being set as the text node of an option element to prevent XSS via YUI Menu interpreting the text node as HTML.,static_predicate,low,False,False,False,False
adversarial::CVE-2019-3772::meta::CVE-2018-1309,adversarial_mismatched_positive_metadata,CVE-2019-3772,CVE-2018-1309,XXE (Improper Restriction of XML External Entity Reference),False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.68,,587,162,749,9.2e-05,True,True,False,apache;content;handler;nifi;parse;parser;processing;source,doctype;entity;external;parse;parser;xml;xxe,False,The XML parser must disable external entity processing and doctype declarations to prevent XXE attacks.,security_rule,low,False,False,False,False
base::CVE-2023-49299,base,CVE-2023-49299,CVE-2023-49299,Improper Input Validation (Expression Injection),False,base_failed_patch_diff,True,False,False,True,1,2.07,,551,134,685,0.000115,True,True,True,apache;dolphinscheduler;evaluate;switch;task;utils,expression;injection,True,The evaluate method must validate and sanitize the input expression before evaluation to prevent expression injection.,static_predicate,low,True,False,False,False
base::CVE-2020-2229,base,CVE-2020-2229,CVE-2020-2229,XSS (Cross-Site Scripting),False,base_failed_patch_diff,True,False,False,True,1,2.48,,597,178,775,0.000133,True,True,True,execute;executejavascript;gargoylesoftware;html;htmlpage;htmlunit;page;result,encode;escape;html;script;xss,True,"When HtmlPage.executeJavaScript is called with a string argument that contains user-controlled data, the string must be HTML-escaped using h.xmlEscape before being passed to executeJavaScript.",static_predicate,low,True,False,False,False
adversarial::CVE-2022-1782::meta::CVE-2019-10770,adversarial_mismatched_positive_metadata,CVE-2022-1782,CVE-2019-10770,XSS (Cross-Site Scripting),False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.71,,568,137,705,8.3e-05,True,True,True,,html,False,The compileMustache function must not hardcode escapeHTML to false; it must use the escapeHtml parameter to control HTML escaping.,static_predicate,low,False,False,False,False
adversarial::CVE-2021-3312::meta::CVE-2018-1309,adversarial_mismatched_positive_metadata,CVE-2021-3312,CVE-2018-1309,XXE (Improper Restriction of XML External Entity Reference),False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.75,,619,166,785,9.8e-05,True,True,True,apache;content;handler;nifi;parse;parser;source;standard,doctype;entity;external;parse;parser;xml;xxe,True,The XML parser must have an EntityResolver set that disallows external entity resolution.,static_predicate,low,True,False,False,False
base::CVE-2020-1714,base,CVE-2020-1714,CVE-2020-1714,Deserialization of Untrusted Data,True,base_true_patch_diff,True,True,True,True,1,1.8,,542,140,682,0.000115,True,True,True,objectinput;readobject,allowlist;deserialize;untrusted,True,ObjectInput.readObject must be preceded by a call to ObjectInputFilter.Config.setObjectInputFilter with a filter that allows only specific classes via addAllowedClass.,security_rule,low,False,True,False,True
base::CVE-2018-17193,base,CVE-2018-17193,CVE-2018-17193,XSS (Cross-Site Scripting),True,base_true_patch_diff,True,True,True,True,1,2.56,,527,152,679,0.000116,True,True,True,attribute;javax;javax.servlet.servletrequest.setattribute;request;servlet;servletrequest;setattribute,attribute;request;xss,True,The request attribute 'contextPath' is set only after sanitization against a whitelist of allowed context paths.,static_predicate,low,False,True,False,True
base::CVE-2022-31195,base,CVE-2022-31195,CVE-2022-31195,Path Travelsal,True,base_true_patch_diff,True,True,True,True,1,2.38,,528,178,706,0.000124,True,True,True,file;init;java,base;canonical;directory;escape;file;normalize;path;realpath,True,"After extracting a zip entry, the canonical path of the resulting file must start with the canonical path of the intended destination directory.",static_predicate,low,False,True,False,True
base::CVE-2023-38992,base,CVE-2023-38992,CVE-2023-38992,SQL Injection,False,base_failed_patch_diff,True,False,False,True,1,2.19,,524,137,661,0.000112,True,True,True,query;querytreelist,allowlist;external;injection;query;reject;sql,True,The patch adds input validation or allowlist filtering to prevent SQL injection in the loadTreeData endpoint.,static_predicate,medium,True,False,False,False
adversarial::CVE-2024-1597::meta::CVE-2018-1002201,adversarial_mismatched_positive_metadata,CVE-2024-1597,CVE-2018-1002201,Path Travelsal,False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.95,,547,185,732,9.3e-05,True,True,False,<init>;file;init;java;java.io.file,base;canonical;directory;file;normalize;path;realpath;startswith,False,The File constructor must validate that the constructed path is within the intended base directory by canonicalizing both paths and checking that the constructed path starts with the base directory.,static_predicate,low,False,False,False,False
adversarial::CVE-2020-9484::meta::CVE-2018-1002201,adversarial_mismatched_positive_metadata,CVE-2020-9484,CVE-2018-1002201,Path Travelsal,False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.95,,587,187,774,9.9e-05,True,True,True,file;init;java;java.io.file.<init>,base;canonical;directory;file;normalize;path;realpath;startswith,True,"Before accessing a file derived from user input, the code must verify that the file's canonical path starts with the canonical path of the intended storage directory.",static_predicate,low,True,False,False,False
base::CVE-2024-1597,base,CVE-2024-1597,CVE-2024-1597,SQL Injection,False,base_failed_patch_diff,True,False,False,True,1,1.63,,507,117,624,0.000104,True,True,True,execute;prepared;query;result;sql;statement,authentication;nan;query;sql,True,The method quoteAndCast must be invoked for all parameter values before they are included in a SQL query string.,static_predicate,low,True,False,False,False
base::CVE-2022-34170,base,CVE-2022-34170,CVE-2022-34170,XSS (Cross-Site Scripting),False,base_failed_patch_diff,True,False,False,True,1,2.14,,603,170,773,0.000132,True,True,True,execute;gargoylesoftware;html;htmlunit;page;result;script,encode;escape;html;script;xss,True,"When constructing altText in helpLink.jelly, attrs.featureName must be HTML-escaped before concatenation to prevent XSS.",static_predicate,low,True,False,False,False
adversarial::CVE-2021-21610::meta::CVE-2019-10770,adversarial_mismatched_positive_metadata,CVE-2021-21610,CVE-2019-10770,XSS (Cross-Site Scripting),False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.92,,573,170,743,9.3e-05,True,True,False,body;internal;page;print;ratpack;renderer;writer,encode;escape;html;page;print;script;writer;xss,False,The print method must HTML-encode user-controlled data before writing to the response body to prevent XSS.,security_rule,medium,False,False,False,False
adversarial::APACHE-COMMONS-001::meta::CVE-2018-1002201,adversarial_mismatched_positive_metadata,APACHE-COMMONS-001,CVE-2018-1002201,Path Travelsal,False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.89,,568,181,749,9.5e-05,True,True,True,<init>;file;init;java;java.io.file,base;canonical;directory;file;normalize;path;realpath;startswith,True,The canonical path of the target directory must be compared with a trailing separator to ensure that extracted file paths are properly validated against path traversal.,static_predicate,low,True,False,False,False
base::CVE-2024-22399-1,base,CVE-2024-22399-1,CVE-2024-22399-1,Deserialization of Untrusted Data,False,base_failed_patch_diff,True,False,False,True,1,2.22,,613,163,776,0.000131,True,True,True,com,deserialize;reject;serialization,True,SerializerSecurityRegistry.getSeataAllowedClasses must not include dangerous JNDI classes like javax.naming.InitialContext or com.unboundid.ldap.*,security_rule,low,True,False,False,False
base::CVE-2024-28213,base,CVE-2024-28213,CVE-2024-28213,Deserialization of Untrusted Data,True,base_true_patch_diff,True,True,True,True,1,2.03,,578,130,708,0.000117,True,True,True,objectinputstream;readobject;stream,deserialize;serialization;stream;untrusted,True,ObjectInputStream.readObject is called without a serialization filter that rejects untrusted classes,static_predicate,low,False,True,False,True
base::CVE-2022-31192,base,CVE-2022-31192,CVE-2022-31192,XSS (Cross-Site Scripting),True,base_true_patch_diff,True,True,True,True,1,2.1,,589,173,762,0.000131,True,True,True,httpservletrequest;httpservletresponse;jspmanager;request;showjsp;string,html;request;xss,True,"All user-controlled request parameters (email, reqname, coment) are HTML-escaped via StringEscapeUtils.escapeHtml4 before being passed to showJSP.",static_predicate,low,False,True,False,True
adversarial::CVE-2020-17532::meta::CVE-2021-25642,adversarial_mismatched_positive_metadata,CVE-2020-17532,CVE-2021-25642,Deserialization of Untrusted Data,False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.62,,538,116,654,0.000108,True,True,True,,deserialization,False,YAML deserialization uses SafeConstructor to restrict type resolution,static_predicate,low,False,False,False,False
adversarial::CVE-2023-46604::meta::CVE-2020-17532,adversarial_mismatched_positive_metadata,CVE-2023-46604,CVE-2020-17532,Deserialization of Untrusted Data,False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.59,,613,149,762,9.2e-05,True,True,True,iterable;load;snakeyaml;stream;yaml,deserialize;pickle;serialization;yaml,True,The method validateIsThrowable must be called on any class before it is deserialized from YAML input.,static_predicate,medium,True,False,False,False
adversarial::CVE-2022-31197::meta::CVE-2018-1002201,adversarial_mismatched_positive_metadata,CVE-2022-31197,CVE-2018-1002201,Path Travelsal,False,mismatched_patch_metadata_provenance,False,True,False,True,1,3.02,,605,187,792,0.000102,True,True,True,file;init;java;java.io.file.<init>,base;canonical;directory;file;normalize;path;realpath;startswith,True,"When constructing a File from a base directory and a user-controlled path, the path must be validated to prevent directory traversal by ensuring the canonical path starts with the base directory's canonical path.",static_predicate,low,True,False,False,False
base::CVE-2019-17091,base,CVE-2019-17091,CVE-2019-17091,XSS (Cross-Site Scripting),False,base_failed_patch_diff,True,False,False,True,1,1.91,,414,128,542,9.4e-05,True,True,True,partialresponsewriter;write,encode;escape;html;write,True,PartialResponseWriter.writeText is used instead of PartialResponseWriter.write to ensure window ID is HTML-escaped,static_predicate,low,True,False,False,False
adversarial::CVE-2023-41034::meta::CVE-2018-1309,adversarial_mismatched_positive_metadata,CVE-2023-41034,CVE-2018-1309,XXE (Improper Restriction of XML External Entity Reference),False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.92,,596,178,774,9.8e-05,True,True,True,apache;org;parse;xml,doctype;entity;external;parse;xml;xxe,True,DocumentBuilderFactory must have the feature http://apache.org/xml/features/disallow-doctype-decl set to true before parsing XML to prevent XXE attacks.,static_predicate,low,True,False,False,False
adversarial::CVE-2021-21605::meta::CVE-2018-1002201,adversarial_mismatched_positive_metadata,CVE-2021-21605,CVE-2018-1002201,Path Travelsal,False,mismatched_patch_metadata_provenance,False,True,False,True,1,2.12,,573,207,780,0.000103,True,True,True,file;init;java;java.io.file;java.io.file.<init>,base;canonical;directory;file;normalize;path;realpath;startswith,True,"When constructing a java.io.File from a base directory and a user-controlled child path, the child path must be validated to ensure it does not escape the base directory, typically by canonicalizing both paths and checking that the child's canonical path starts with the base's canonical path.",security_rule,low,True,False,False,False
adversarial::CVE-2023-34602::meta::CVE-2018-1002201,adversarial_mismatched_positive_metadata,CVE-2023-34602,CVE-2018-1002201,Path Travelsal,False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.76,,509,177,686,8.6e-05,True,True,True,file;init;java;java.io.file.<init>,base;canonical;directory;file;normalize;path;realpath;startswith,True,The method checkTableAndFieldsName validates that all table and field names in the query list do not contain path traversal sequences.,static_predicate,low,True,False,False,False
adversarial::CVE-2023-6134::meta::CVE-2019-10770,adversarial_mismatched_positive_metadata,CVE-2023-6134,CVE-2019-10770,XSS (Cross-Site Scripting),False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.92,,544,175,719,9e-05,True,False,False,body;bodywriter;errorpagerenderer;internal;page;print;ratpack;renderer,encode;escape;html;page;print;script;writer;xss,False,The ErrorPageRenderer.BodyWriter.print method must HTML-encode user-controlled data before writing to the response body to prevent XSS.,static_predicate,high,False,False,False,False
base::CVE-2020-2222,base,CVE-2020-2222,CVE-2020-2222,XSS (Cross-Site Scripting),False,base_failed_patch_diff,True,False,False,True,1,2.55,,619,171,790,0.000135,True,True,True,execute;gargoylesoftware;html;htmlunit;page;result;script,encode;escape;html;script;xss,True,The tooltip attribute in badge.jelly uses h.xmlEscape on build.whyKeepLog to prevent XSS.,static_predicate,low,True,False,False,False
base::CVE-2019-5312,base,CVE-2019-5312,CVE-2019-5312,XXE (Improper Restriction of XML External Entity Reference),True,base_true_patch_diff,True,True,True,True,1,2.09,,612,179,791,0.000136,True,True,True,documentbuilder;inputstream;javax;org;parse;parsers;xml,doctype;xml,True,"DocumentBuilderFactory.newInstance().setFeature(""http://apache.org/xml/features/disallow-doctype-decl"", true) is called before DocumentBuilder.parse()",static_predicate,low,False,True,False,True
base::CVE-2023-26480,base,CVE-2023-26480,CVE-2023-26480,XSS (Cross-Site Scripting),True,base_true_patch_diff,True,True,True,True,1,1.95,,586,150,736,0.000124,True,True,False,list;livedataquery;properties;setproperties,encode;escape;html;list;properties;xss,False,The setProperties method must HTML-encode or sanitize each property value in the provided list before storing it in the LiveDataQuery object.,static_predicate,low,False,False,False,False
adversarial::CVE-2019-10770::meta::CVE-2019-20366,adversarial_mismatched_positive_metadata,CVE-2019-10770,CVE-2019-20366,XSS (Cross-Site Scripting),False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.91,,566,162,728,0.000125,True,True,True,attribute;javax;javax.servlet.servletrequest.setattribute;request;servlet;servletrequest;setattribute,attribute;encode;escape;html;script;xss,True,All user-controlled data passed to setAttribute must be HTML-escaped before being rendered in error pages.,static_predicate,low,True,False,False,False
base::CVE-2022-0265,base,CVE-2022-0265,CVE-2022-0265,XXE (Improper Restriction of XML External Entity Reference),False,base_failed_patch_diff,True,False,False,True,1,2.33,,591,160,751,0.000128,True,True,True,documentbuilder;inputstream;javax;parse;parsers;stream;xml,doctype;entity;external;stream;xml;xxe,True,"The patch sets a DocumentBuilderFactory feature to disallow DOCTYPE declarations, preventing XXE attacks.",static_predicate,low,True,False,False,False
adversarial::CVE-2023-29202::meta::CVE-2019-10770,adversarial_mismatched_positive_metadata,CVE-2023-29202,CVE-2019-10770,XSS (Cross-Site Scripting),False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.82,,590,167,757,9.4e-05,True,True,False,body;internal;page;print;ratpack;renderer;writer,encode;escape;html;page;print;script;writer;xss,False,The print method must HTML-encode the error message body before writing it to the response.,static_predicate,low,False,False,False,False
adversarial::CVE-2022-31194::meta::CVE-2018-1002201,adversarial_mismatched_positive_metadata,CVE-2022-31194,CVE-2018-1002201,Path Travelsal,False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.62,,547,175,722,9e-05,True,True,True,<init>;file;init;java;java.io.file,base;canonical;directory;file;normalize;path;realpath;startswith,True,The canonical path of the file must start with the base directory to prevent path traversal.,static_predicate,low,True,False,False,False
adversarial::CVE-2021-21692::meta::CVE-2018-1002201,adversarial_mismatched_positive_metadata,CVE-2021-21692,CVE-2018-1002201,Path Travelsal,False,mismatched_patch_metadata_provenance,False,True,False,True,1,2.0,,536,174,710,8.9e-05,True,True,False,<init>;file;init;java;java.io.file,base;canonical;directory;file;normalize;path;realpath;startswith,False,FilePath constructor must validate that the resolved path starts with the base directory after canonicalization to prevent path traversal.,security_rule,low,False,False,False,False
base::CVE-2022-1782,base,CVE-2022-1782,CVE-2022-1782,XSS (Cross-Site Scripting),False,base_failed_patch_diff,True,False,False,True,1,1.51,,559,134,693,0.000116,True,True,True,compilemustache;mustache,html,True,The compileMustache function must not hardcode escapeHTML to false; it must use the escapeHtml parameter to control HTML escaping.,static_predicate,low,True,False,False,False
adversarial::CVE-2018-1002201::meta::CVE-2018-19859,adversarial_mismatched_positive_metadata,CVE-2018-1002201,CVE-2018-19859,Path Travelsal,False,mismatched_patch_metadata_provenance,False,True,False,True,1,2.01,,579,158,737,0.000125,True,True,True,file;java,canonical;directory;file;path;startswith;traversal,True,"Before accessing a file extracted from a zip entry, the code must check that the entry name contains '..' and that the canonical path of the destination file starts with the canonical path of the output directory.",static_predicate,low,True,False,False,False
adversarial::CVE-2021-44228::meta::CVE-2018-1002201,adversarial_mismatched_positive_metadata,CVE-2021-44228,CVE-2018-1002201,Path Travelsal,False,mismatched_patch_metadata_provenance,False,True,False,True,1,3.15,,594,206,800,0.000106,True,True,False,<init>;file;init;java;java.io.file,base;canonical;directory;file;normalize;path;realpath;startswith,False,"When constructing a java.io.File from a base directory and a child path, the child path must be validated to ensure it does not escape the base directory, typically by canonicalizing both paths and checking that the child's canonical path starts with the base's canonical path.",security_rule,low,False,False,False,False
adversarial::CVE-2023-40828::meta::CVE-2018-1002201,adversarial_mismatched_positive_metadata,CVE-2023-40828,CVE-2018-1002201,Path Travelsal,False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.72,,601,144,745,8.9e-05,True,True,True,<init>;file;init;java;java.io.file,canonical;directory;file;path;startswith;traversal,True,"Before using a file entry from a zip archive, its canonical path must be checked to start with the destination directory's canonical path.",static_predicate,low,True,False,False,False
base::CVE-2023-41034,base,CVE-2023-41034,CVE-2023-41034,XXE (Improper Restriction of XML External Entity Reference),True,base_true_patch_diff,True,True,True,True,1,6.85,,573,181,754,0.000131,True,True,True,xml,doctype;entity;external;xml;xxe,True,"DocumentBuilderFactory.newDocumentBuilder() must have setFeature(""http://apache.org/xml/features/disallow-doctype-decl"", true) before parse() to prevent XXE.",static_predicate,low,False,True,False,True
adversarial::CVE-2022-29253::meta::CVE-2018-1002201,adversarial_mismatched_positive_metadata,CVE-2022-29253,CVE-2018-1002201,Path Travelsal,False,mismatched_patch_metadata_provenance,False,True,False,True,1,2.98,,532,176,708,8.9e-05,True,True,False,<init>;file;init;java;java.io.file,base;canonical;directory;file;normalize;path;realpath;startswith,False,The path constructed from user input must be validated to start with the canonical base directory after normalization to prevent directory traversal.,static_predicate,low,False,False,False,False
adversarial::CVE-2023-0871::meta::CVE-2018-1309,adversarial_mismatched_positive_metadata,CVE-2023-0871,CVE-2018-1309,XXE (Improper Restriction of XML External Entity Reference),False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.67,,441,163,604,7.2e-05,True,True,False,apache;content;handler;nifi;parse;parser;processing;source,doctype;entity;external;parse;parser;xml;xxe,False,The XML parser must disable external entity processing and DOCTYPE declarations to prevent XXE attacks.,static_predicate,low,False,False,False,False
adversarial::CVE-2020-13921::meta::CVE-2018-1002201,adversarial_mismatched_positive_metadata,CVE-2020-13921,CVE-2018-1002201,Path Travelsal,False,mismatched_patch_metadata_provenance,False,True,False,True,1,2.88,,601,188,789,0.000102,True,True,False,<init>;file;init;java;java.io.file;string,base;canonical;directory;file;normalize;path;realpath;startswith,False,"The constructor java.io.File(File, String) must ensure that the resulting path is within the intended base directory by validating that the canonical path starts with the canonical base path.",static_predicate,low,False,False,False,False
adversarial::CVE-2022-34916::meta::CVE-2018-1002201,adversarial_mismatched_positive_metadata,CVE-2022-34916,CVE-2018-1002201,Path Travelsal,False,mismatched_patch_metadata_provenance,False,True,False,True,1,2.04,,588,202,790,0.000104,True,True,False,<init>;file;init;java;java.io.file,base;canonical;directory;file;normalize;path;realpath;startswith,False,"When constructing a java.io.File from a base directory and a user-controlled path, the resulting path must be validated to ensure it stays within the intended base directory, typically by canonicalizing both paths and checking that the canonical child path starts with the canonical base path.",security_rule,low,False,False,False,False
adversarial::CVE-2025-31129::meta::CVE-2020-17532,adversarial_mismatched_positive_metadata,CVE-2025-31129,CVE-2020-17532,Deserialization of Untrusted Data,False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.69,,615,152,767,9.4e-05,True,True,True,,,False,The application must not allow setting encoded values in pac4j session objects from outside the pac4j internal code.,security_rule,low,False,False,False,False
adversarial::CVE-2021-25642::meta::CVE-2020-17532,adversarial_mismatched_positive_metadata,CVE-2021-25642,CVE-2020-17532,Deserialization of Untrusted Data,False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.77,,555,136,691,8.1e-05,True,True,True,,deserialization;deserialize;untrusted,False,The patch replaces ObjectInputStream with ValidatingObjectInputStream to restrict deserialization of untrusted classes.,static_predicate,low,False,False,False,False
adversarial::CVE-2023-39410::meta::CVE-2020-17532,adversarial_mismatched_positive_metadata,CVE-2023-39410,CVE-2020-17532,Deserialization of Untrusted Data,False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.9,,570,172,742,9.3e-05,True,True,True,iterable;load;snakeyaml;stream;yaml,deserialization;deserialize;pickle;serialization;untrusted;yaml,True,"The patch replaces a generic IllegalArgumentException with a call to SystemLimitException.checkMaxBytesLength(size) to enforce a maximum byte length limit on fixed schema sizes, preventing deserialization of untrusted YAML input with oversized fixed sizes.",static_predicate,low,True,False,False,False
base::CVE-2019-20366,base,CVE-2019-20366,CVE-2019-20366,XSS (Cross-Site Scripting),True,base_true_patch_diff,True,True,True,True,1,2.06,,552,153,705,0.00012,True,True,True,javax;javax.servlet.servletrequest.setattribute;request;servlet;servletrequest;setattribute;string,html,True,"When request.setAttribute is called with a user-influenced string as the value, the string must be HTML-escaped before being set.",static_predicate,low,False,True,False,True
adversarial::CVE-2023-27480::meta::CVE-2018-1309,adversarial_mismatched_positive_metadata,CVE-2023-27480,CVE-2018-1309,XXE (Improper Restriction of XML External Entity Reference),False,mismatched_patch_metadata_provenance,False,True,False,True,1,2.1,,476,185,661,8.3e-05,True,True,True,apache;content;handler;nifi;org;parse;parser;source,doctype;entity;external;parse;parser;xml;xxe,True,The XML parser must have the feature http://apache.org/xml/features/disallow-doctype-decl set to true before parsing any XML input.,static_predicate,low,True,False,False,False
base::CVE-2022-29253,base,CVE-2022-29253,CVE-2022-29253,Path Travelsal,True,base_true_patch_diff,True,True,True,True,1,2.93,,535,174,709,0.000124,True,True,True,class;classloader;getresource;loader;resource,allowlist;base;canonical;directory;escape;loader;normalize;path,True,The resource path must be normalized and verified to start with a base directory before being passed to ClassLoader.getResource.,static_predicate,low,False,True,False,True
adversarial::CVE-2023-37913::meta::CVE-2018-1002201,adversarial_mismatched_positive_metadata,CVE-2023-37913,CVE-2018-1002201,Path Travelsal,False,mismatched_patch_metadata_provenance,False,True,False,True,1,2.03,,549,192,741,9.5e-05,True,True,False,<init>;file;init;java;java.io.file,base;canonical;directory;file;normalize;path;realpath;startswith,False,The File constructor must validate that the constructed path is within the intended base directory by canonicalizing both the base and the constructed path and checking that the constructed canonical path starts with the base canonical path.,static_predicate,low,False,False,False,False
base::CVE-2022-45208,base,CVE-2022-45208,CVE-2022-45208,SQL Injection,False,base_failed_patch_diff,True,False,False,True,1,2.1,,611,169,780,0.000133,True,True,True,delete;deleted;deletelogicdeleted;logic;mapper;modules;string;system,delete;injection;sql,True,"The deleteLogicDeleted method in SysUserMapper must use parameterized MyBatis queries (e.g., #{}) instead of string concatenation to prevent SQL injection.",static_predicate,low,True,False,False,False
base::CVE-2022-34916,base,CVE-2022-34916,CVE-2022-34916,Expression Language Injection (JNDI Injection),False,base_failed_patch_diff,True,False,False,True,1,1.95,,555,158,713,0.000122,True,True,True,initialcontext;java;javax;javax.naming.initialcontext.lookup;lookup;naming,jndi;lookup,True,The JNDI lookup destinationName must be validated to ensure its scheme is JAVA_SCHEME before being passed to InitialContext.lookup.,static_predicate,low,True,False,False,False
base::CVE-2021-25642,base,CVE-2021-25642,CVE-2021-25642,Deserialization of Untrusted Data,True,base_true_patch_diff,True,True,True,True,1,1.71,,532,136,668,0.000113,True,True,True,objectinputstream;readobject;stream,allowlist;deserialization;deserialize;serialization;stream,True,The patch replaces ObjectInputStream with ValidatingObjectInputStream to enforce allowlist-based deserialization validation.,static_predicate,low,False,True,False,True
base::CVE-2023-27480,base,CVE-2023-27480,CVE-2023-27480,XXE (Improper Restriction of XML External Entity Reference),True,base_true_patch_diff,True,True,True,True,1,1.98,,461,172,633,0.000113,True,True,True,documentbuilder;inputstream;javax;org;parse;parsers;stream;xml,doctype;entity;external;parse;stream;xml;xxe,True,"DocumentBuilderFactory.setFeature(""http://apache.org/xml/features/disallow-doctype-decl"", true) is called before DocumentBuilder.parse(InputStream)",static_predicate,low,False,True,False,True
adversarial::CVE-2023-42809::meta::CVE-2020-17532,adversarial_mismatched_positive_metadata,CVE-2023-42809,CVE-2020-17532,Deserialization of Untrusted Data,False,mismatched_patch_metadata_provenance,False,True,False,True,1,1.81,,538,145,683,8.1e-05,True,True,True,,deserialize;serialization;untrusted,False,CustomObjectInputStream.resolveClass() throws InvalidClassException if the class name is not in the allowedClasses set.,static_predicate,low,False,False,False,False
